label,pixel506,pixel507,pixel508,pixel509,pixel510,pixel511,pixel512,pixel513,pixel514,pixel515,pixel516,pixel517,pixel518,pixel519,pixel520,pixel521,pixel522,pixel523,pixel524,pixel525,pixel526,pixel527,pixel528,pixel529,pixel530,pixel531,pixel532,pixel533,pixel534,pixel535,pixel536,pixel537,pixel538,pixel539,pixel540,pixel541,pixel542,pixel543,pixel544,pixel545,pixel546,pixel547,pixel548,pixel549,pixel550,pixel551,pixel552,pixel553,pixel554,pixel555,pixel556,pixel557,pixel558,pixel559,pixel560,pixel561,pixel562,pixel563,pixel564,pixel565,pixel566,pixel567,pixel568,pixel569,pixel570,pixel571,pixel572,pixel573,pixel574,pixel575,pixel576,pixel577,pixel699,pixel700,pixel701,pixel702,pixel703,pixel704,pixel705,pixel706,pixel707,pixel708,pixel709,pixel710,pixel711,pixel712,pixel713,pixel714,pixel715,pixel716,pixel717,pixel718,pixel719,pixel720,pixel721,pixel722,pixel723,pixel724,pixel725,pixel726
1,0,0,0,0,0,0,0,255,255,255,255,255,255,128,0,0,128,191,255,255,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,255,255,255,255,255,255,255,255,255,255,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,191,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,252,224,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,252,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,254,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,61,41,233,253,253,224,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,218,253,253,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,253,253,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,66,252,252,62,0,0,0,115,253,252,245,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,252,252,150,0,0,0,0,165,252,252,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,204,253,255,174,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,255,255,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,44,254,110,0,0,0,0,0,0,114,246,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,254,151,0,0,0,0,0,42,240,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,210,227,0,0,0,0,17,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,252,252,60,0,0,0,0,0,0,0,0,0,0,0,0,0,7,73,73,21,0,0,0,0,0,0,7,184,252,206,14,0,0,0,0,0,0,0,0,0,0,0,0,0,123,252,252,218,170,16,0,0,0,0,123,252,252,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,226,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,255,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,226,29,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,61,236,252,252,252,253,252,252,252,252,253,252,252,252,252,249,185,67,0,0,0,0,0,0,0,0,0,0,0,65,202,252,252,253,252,252,252,252,253,252,252,252,189,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,45,150,253,252,252,252,252,253,193,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,57,224,253,251,253,251,168,0,0,0,0,0,0,0,0,0,29,85,85,85,254,253,254,253,254,139,85,85,141,253,254,253,254,253,169,0,0,0,0,0,0,0,0,0,85,251,253,251,253,251,253,251,253,251,253,251,253,251,253,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,101,253,252,252,151,25,76,210,252,253,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,254,253,253,53,154,253,253,253,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,253,252,252,252,253,252,252,227,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,210,213,58,0,0,0,0,0,0,23,254,253,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,255,172,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,248,220,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,24,195,225,254,254,254,254,254,242,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,244,254,254,176,53,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,254,254,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,249,170,20,0,0,0,0,0,0,97,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,93,254,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,254,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,64,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,64,255,255,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,120,181,30,0,0,0,0,30,108,252,243,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,254,156,124,124,124,168,249,254,227,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,130,241,254,254,254,254,225,130,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,120,253,253,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,254,253,253,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,254,255,254,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,136,253,112,0,0,0,138,252,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,250,128,8,0,0,0,243,231,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,160,190,0,0,0,0,179,255,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,33,248,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,254,228,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,254,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,254,201,17,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,7,73,73,73,49,14,187,203,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,254,254,254,246,235,254,188,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,252,192,197,254,254,254,254,184,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,84,254,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,253,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,254,59,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,193,253,212,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,245,240,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,230,253,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,253,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,178,91,0,0,0,0,0,0,63,245,124,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,176,0,0,0,0,0,0,0,59,231,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,250,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,174,254,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,254,240,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,254,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,255,220,16,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,53,208,254,254,254,254,254,254,254,222,173,89,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,52,52,52,52,145,254,205,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,242,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,170,29,0,0,0,0,0,0,0,255,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,255,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,232,252,156,86,85,94,232,252,253,252,252,252,252,186,16,0,0,0,0,0,0,0,0,0,0,0,0,0,83,252,252,253,252,252,252,252,253,252,251,205,82,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,196,252,253,252,252,252,252,216,189,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,135,254,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,249,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,106,254,228,93,254,255,254,243,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,217,253,247,253,254,253,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,176,253,253,230,113,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,180,227,125,21,0,0,0,0,2,142,239,253,158,34,0,0,49,196,253,253,0,0,0,0,0,0,0,0,100,253,253,235,188,0,19,90,212,249,233,72,7,0,0,0,0,16,195,190,0,0,0,0,0,0,0,0,16,163,87,83,18,105,133,160,83,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,78,252,253,235,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,194,252,253,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,252,252,226,37,0,0,0,0,0,0,0,0,0,0,0,41,238,252,239,46,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,120,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,254,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,254,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,123,252,253,252,252,252,253,252,252,252,253,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,252,253,151,28,28,203,252,252,252,253,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,253,229,10,0,13,204,253,253,253,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,48,254,254,254,69,0,0,0,0,7,73,198,254,247,122,51,0,0,0,0,0,0,0,0,0,0,0,0,122,254,254,195,6,0,0,20,79,157,254,254,222,213,50,0,0,0,0,0,0,0,0,0,0,0,0,0,194,254,254,246,229,229,229,236,254,250,110,86,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,152,253,254,131,0,0,0,0,0,0,0,0,11,132,254,253,254,253,82,0,0,0,0,0,0,0,0,0,152,252,253,252,142,20,0,0,0,0,62,102,213,252,253,252,253,212,0,0,0,0,0,0,0,0,0,0,82,243,255,253,255,253,153,152,153,193,254,253,254,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,176,253,208,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,254,253,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,232,254,181,11,0,0,0,0,0,0,0,0,0,0,0,0,0,217,253,129,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,41,233,252,253,252,182,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,254,253,254,253,254,253,193,71,41,0,0,0,0,0,11,51,0,0,0,0,0,0,0,0,0,0,0,162,253,252,253,252,253,252,253,252,243,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,48,245,253,138,0,0,0,0,0,14,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,235,254,138,0,0,0,0,0,0,14,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,254,135,0,0,0,0,0,0,0,0,0,0,0,0,17,238,254,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,209,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,226,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,252,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,252,222,7,0,0,0,0,0,0,0,0,0,0
1,0,0,0,96,253,253,166,145,243,253,253,253,234,247,251,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,236,253,253,253,253,253,234,131,28,98,252,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,253,253,251,233,135,19,0,0,0,249,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,2,95,222,252,220,39,112,253,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,168,252,252,149,34,0,182,253,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,201,252,252,144,5,0,0,220,253,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,76,252,252,252,252,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,253,152,157,251,255,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,253,223,25,0,230,253,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,228,253,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,173,0,0,0,0,0,0,0,0,0,228,253,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,44,236,252,253,252,111,0,0,62,236,252,252,252,192,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,252,253,252,215,21,53,243,252,252,252,252,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,241,255,253,253,159,191,255,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,66,246,253,253,253,213,41,121,150,224,253,253,251,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,236,253,253,253,253,253,253,253,253,253,244,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,240,253,253,253,250,248,216,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,255,253,253,253,253,181,42,42,42,42,47,205,205,227,253,253,253,253,253,120,0,0,0,0,0,0,0,0,254,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,214,43,0,0,0,0,0,0,0,0,197,236,253,253,253,253,253,253,253,253,253,253,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,214,254,74,0,0,0,0,0,29,215,254,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,254,81,0,0,0,0,31,213,254,198,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,254,232,117,29,111,132,228,254,209,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,94,254,11,0,0,0,0,0,0,49,234,244,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,253,194,17,0,0,0,0,30,229,253,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,205,255,210,82,0,0,39,156,253,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,193,171,9,0,0,0,0,0,0
0,0,0,0,246,253,100,1,0,0,0,0,0,0,0,6,66,240,253,246,77,4,0,0,0,0,0,0,0,0,0,0,206,253,92,0,0,0,0,0,0,0,32,79,235,253,217,129,0,0,0,0,0,0,0,0,0,0,0,0,254,253,44,0,0,0,0,0,0,78,231,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,254,254,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,231,254,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,184,40,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,92,253,255,253,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,243,252,253,129,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,209,252,220,133,6,0,0,0,0,0,0,0,0,0,0,29,252,228,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,10,179,254,247,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172,252,253,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,252,252,194,19,0,0,0,0,0,0,0,0,0,0,57,252,252,241,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,70,246,252,253,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,234,252,253,235,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,252,253,252,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,254,254,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,254,254,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,253,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,253,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,239,16,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,91,252,252,218,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,159,234,252,221,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,194,252,252,96,0,0,0,0,0,0,0,0,0,0,91,240,252,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,4,113,220,254,254,254,254,254,254,254,254,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,113,203,206,241,254,254,139,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,217,254,181,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,42,232,254,254,254,255,254,254,254,229,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,248,254,254,254,254,254,254,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,166,227,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,82,252,250,250,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,252,250,250,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,241,252,250,128,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,26,228,252,172,14,0,0,0,0,0,71,252,206,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,228,252,214,102,8,0,0,9,189,252,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,229,252,252,168,97,0,71,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,19,220,252,253,218,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,252,252,245,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,246,252,252,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,168,108,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,114,242,142,247,238,136,6,0,0,0,0,66,219,253,71,0,0,0,0,0,0,0,0,0,0,0,0,0,22,79,0,94,253,253,109,0,0,0,0,0,135,253,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,246,253,180,102,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,151,254,254,249,153,78,0,0,0,0,0,0,178,254,254,146,2,0,0,0,0,0,0,0,0,0,0,0,9,164,254,254,254,253,225,150,150,150,150,195,252,254,216,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,83,213,254,254,254,254,254,254,254,254,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,18,235,253,213,4,0,0,0,0,0,0,0,0,0,0,170,235,19,0,0,0,0,0,0,0,0,0,0,61,254,254,227,13,0,0,0,0,0,0,0,0,0,93,255,120,0,0,0,0,0,0,0,0,0,0,0,105,253,253,253,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
